ID,Group ID,Status,Created,Last Updated,Check In,Check Out,Room,,Nights,Guest,Booking,,Fees,Total,Paid,Owing,,,Booking Source
B1LNS,BG16R,Checked Out,10/7/2018 12:00,16/06/2021 10:02,10/7/2018 15:00,23/07/2018 10:30,-,,13 Nights,1136,520,,0,520,520,0,,,DCC
B1LNO,-,Checked Out,5/7/2018 12:00,16/06/2021 10:02,5/7/2018 15:00,3/8/2018 10:30,Rm 4,,29 Nights,1137,1160,,0,1160,1160,0,,,DCC
B1LNM,-,Checked Out,2/7/2018 12:00,16/06/2021 10:02,2/7/2018 15:00,4/7/2018 10:30,Rm 4,,2 Nights,1138,80,,0,80,80,0,,,EBC
B1LNN,-,Checked Out,2/7/2018 12:00,16/06/2021 10:02,2/7/2018 15:00,16/07/2018 10:30,Rm 2,,14 Nights,1139,840,,0,840,840,0,,,AHDCC
B1LNK,-,Checked Out,29/06/2018 12:00,16/06/2021 10:02,29/06/2018 15:00,30/06/2018 10:30,Rm 4,,1 Night,1140,30,,0,30,30,0,,,DCC
B1LNE,-,Checked Out,18/06/2018 12:00,16/06/2021 10:02,18/06/2018 15:00,2/7/2018 10:30,Rm 2,,14 Nights,1141,840,,0,840,840,0,,,AHDCC
B1LN5,-,Checked Out,11/6/2018 12:00,16/06/2021 10:02,11/6/2018 15:00,25/06/2018 10:30,Rm 4,,14 Nights,1142,840,,0,840,840,0,,,AHDCC
B1LN6,-,Checked Out,11/6/2018 12:00,16/06/2021 10:02,11/6/2018 15:00,29/06/2018 10:30,-,,18 Nights,1143,900,,0,900,900,0,,,AHDCC
B1LN2,-,Checked Out,4/6/2018 12:00,16/06/2021 10:02,4/6/2018 15:00,18/06/2018 10:30,Rm 2,,14 Nights,1144,840,,0,840,840,0,,,AHDCC
B1LMV,-,Checked Out,28/05/2018 12:00,16/06/2021 10:02,28/05/2018 15:00,11/6/2018 10:30,Rm 4,,14 Nights,1145,840,,0,840,840,0,,,AHDCC
B1LMW,-,Checked Out,28/05/2018 12:00,16/06/2021 10:02,28/05/2018 15:00,11/6/2018 10:30,-,,14 Nights,1146,700,,0,700,700,0,,,AHDCC
B1LMN,-,Checked Out,21/05/2018 12:00,16/06/2021 10:02,21/05/2018 15:00,1/6/2018 10:30,Rm 4,,11 Nights,1147,440,,0,440,440,0,,,EBC
B1LMJ,-,Checked Out,18/05/2018 12:00,16/06/2021 10:02,18/05/2018 15:00,5/6/2018 10:30,Rm 4,,18 Nights,1148,1080,,0,1080,1080,0,,,AHDCC
B1LMK,-,Checked Out,18/05/2018 12:00,16/06/2021 10:02,18/05/2018 15:00,4/6/2018 10:30,Rm 2,,17 Nights,1149,1020,,0,1020,1020,0,,,AHDCC
B1LMD,-,Checked Out,14/05/2018 12:00,16/06/2021 10:02,14/05/2018 15:00,28/05/2018 10:30,Rm 4,,14 Nights,1150,840,,0,840,840,0,,,AHDCC
B1LME,-,Checked Out,14/05/2018 12:00,16/06/2021 10:02,14/05/2018 15:00,28/05/2018 10:30,-,,14 Nights,1151,700,,0,700,700,0,,,AHDCC
B1LMA,-,Checked Out,10/5/2018 12:00,16/06/2021 10:02,10/5/2018 15:00,11/5/2018 10:30,Rm 4,,1 Night,1152,30,,0,30,0,30,,,EBC
B1LM4,-,Checked Out,3/5/2018 12:00,16/06/2021 10:02,3/5/2018 15:00,14/05/2018 10:30,Rm 4,,11 Nights,1153,660,,0,660,660,0,,,AHDCC
B1LM5,-,Checked Out,3/5/2018 12:00,16/06/2021 10:02,3/5/2018 15:00,14/05/2018 10:30,-,,11 Nights,1154,550,,0,550,550,0,,,AHDCC
B1LM3,-,Checked Out,1/5/2018 12:00,16/06/2021 10:02,1/5/2018 15:00,3/5/2018 10:30,-,,2 Nights,1155,100,,0,100,100,0,,,AHDCC
B1LM2,-,Checked Out,30/04/2018 12:00,16/06/2021 10:02,30/04/2018 15:00,18/05/2018 10:30,Rm 2,,18 Nights,1156,1080,,0,1080,1080,0,,,DCC
B1LLZ,-,Checked Out,23/04/2018 12:00,16/06/2021 10:02,23/04/2018 15:00,21/05/2018 10:30,Rm 4,,28 Nights,1157,1680,,0,1680,1680,0,,,DCC
B1LLU,-,Checked Out,18/04/2018 12:00,16/06/2021 10:02,18/04/2018 15:00,19/04/2018 10:30,Rm 9,,1 Night,1158,30,,0,30,30,0,,,DCC
B1LLS,-,Checked Out,16/04/2018 12:00,16/06/2021 10:02,16/04/2018 15:00,1/5/2018 10:30,-,,15 Nights,1159,750,,0,750,750,0,,,DCC
B1LLT,-,Checked Out,16/04/2018 12:00,16/06/2021 10:02,16/04/2018 15:00,30/04/2018 10:30,Rm 2,,14 Nights,1160,840,,0,840,840,0,,,DCC
B1LLQ,-,Checked Out,13/04/2018 12:00,16/06/2021 10:02,13/04/2018 15:00,23/04/2018 10:30,Rm 4,,10 Nights,1161,600,,0,600,600,0,,,DCC
B1LLP,-,Checked Out,12/4/2018 12:00,16/06/2021 10:02,12/4/2018 15:00,13/04/2018 10:30,Rm 4,,1 Night,1162,50,,0,50,50,0,,,DCC
B1LLJ,-,Checked Out,2/4/2018 12:00,16/06/2021 10:02,2/4/2018 15:00,16/04/2018 10:30,-,,14 Nights,1163,700,,0,700,700,0,,,DCC
B1LLK,-,Checked Out,2/4/2018 12:00,16/06/2021 10:02,2/4/2018 15:00,16/04/2018 10:30,Rm 2,,14 Nights,1164,840,,0,840,840,0,,,DCC
B1LL9,-,Checked Out,19/03/2018 12:00,16/06/2021 10:02,19/03/2018 15:00,15/04/2018 10:30,Rm 9,,27 Nights,1165,1080,,0,1080,1080,0,,,AHDCC
B1LLA,-,Checked Out,19/03/2018 12:00,16/06/2021 10:02,19/03/2018 15:00,2/4/2018 10:30,-,,14 Nights,1166,700,,0,700,700,0,,,DCC
B1LL7,-,Checked Out,16/03/2018 12:00,16/06/2021 10:02,16/03/2018 15:00,2/4/2018 10:30,Rm 2,,17 Nights,1167,1020,,0,1020,1020,0,,,DCC
B1LKZ,-,Checked Out,26/02/2018 12:00,16/06/2021 10:02,26/02/2018 15:00,19/03/2018 10:30,Rm 9,,21 Nights,1168,840,,0,840,840,0,,,AHDCC
B1LKS,-,Checked Out,12/2/2018 12:00,16/06/2021 10:02,12/2/2018 15:00,14/02/2018 10:30,Rm 2,,2 Nights,1169,160,,0,160,160,0,,,DCC
B1LKP,-,Checked Out,5/2/2018 12:00,16/06/2021 10:02,5/2/2018 15:00,12/2/2018 10:30,Rm 2,,7 Nights,1170,560,,0,560,560,0,,,DCC
B1LKQ,-,Checked Out,5/2/2018 12:00,16/06/2021 10:02,5/2/2018 15:00,26/02/2018 10:30,Rm 9,,21 Nights,1171,840,,0,840,840,0,,,AHDCC
B1LKK,-,Checked Out,29/01/2018 12:00,16/06/2021 10:02,29/01/2018 15:00,5/2/2018 10:30,Rm 4,,7 Nights,1172,280,,0,280,280,0,,,AHDCC
B1LKM,-,Checked Out,29/01/2018 12:00,16/06/2021 10:02,29/01/2018 15:00,14/02/2018 10:30,-,,16 Nights,1173,960,,0,960,960,0,,,DCC
B1LKO,-,Checked Out,29/01/2018 12:00,16/06/2021 10:02,29/01/2018 15:00,5/2/2018 10:30,Rm 2,,7 Nights,1174,560,,0,560,560,0,,,DCC
B1LKJ,-,Checked Out,22/01/2018 12:00,16/06/2021 10:02,22/01/2018 15:00,29/01/2018 10:30,Rm 2,,7 Nights,1175,560,,0,560,560,0,,,DCC
B1M6J,-,Checked Out,15/01/2018 12:00,16/06/2021 10:04,15/01/2018 15:00,29/01/2018 10:30,Rm 4,,14 Nights,1176,560,,0,560,560,0,,,AHDCC
B1M6L,-,Checked Out,15/01/2018 12:00,16/06/2021 10:04,15/01/2018 15:00,5/2/2018 10:30,Rm 9,,21 Nights,1177,840,,0,840,840,0,,,AHDCC
B1M6N,-,Checked Out,15/01/2018 12:00,16/06/2021 10:04,15/01/2018 15:00,29/01/2018 10:30,-,,14 Nights,1178,840,,0,840,840,0,,,DCC
B1M6Q,-,Checked Out,15/01/2018 12:00,16/06/2021 10:04,15/01/2018 15:00,22/01/2018 10:30,Rm 2,,7 Nights,1179,560,,0,560,560,0,,,DCC
B1M6I,-,Checked Out,8/1/2018 12:00,16/06/2021 10:04,8/1/2018 15:00,15/01/2018 10:30,Rm 2,,7 Nights,1180,560,,0,560,560,0,,,DCC
B1M6H,-,Checked Out,4/1/2018 12:00,16/06/2021 10:04,4/1/2018 15:00,15/01/2018 10:30,Rm 4,,11 Nights,1181,440,,0,440,440,0,,,AHDCC
B1M6F,-,Checked Out,1/1/2018 12:00,16/06/2021 10:04,1/1/2018 15:00,8/1/2018 10:30,Rm 2,,7 Nights,1182,560,,0,560,560,0,,,DCC
B1M6G,-,Checked Out,1/1/2018 12:00,16/06/2021 10:04,1/1/2018 15:00,4/1/2018 10:30,Rm 4,,3 Nights,1183,120,,0,120,120,0,,,DCC
B1M68,-,Checked Out,25/12/2017 12:00,16/06/2021 10:04,25/12/2017 15:00,15/01/2018 10:30,Rm 9,,21 Nights,1184,840,,0,840,840,0,,,AHDCC
B1M69,-,Checked Out,25/12/2017 12:00,16/06/2021 10:04,25/12/2017 15:00,10/1/2018 10:30,-,,16 Nights,1185,960,,0,960,960,0,,,DCC
B1M6A,-,Checked Out,25/12/2017 12:00,16/06/2021 10:04,25/12/2017 15:00,1/1/2018 10:30,Rm 2,,7 Nights,1186,560,,0,560,560,0,,,DCC
B1M62,-,Checked Out,18/12/2017 12:00,16/06/2021 10:04,18/12/2017 15:00,1/1/2018 10:30,Rm 4,,14 Nights,1187,560,,0,560,560,0,,,DCC
B1M66,-,Checked Out,18/12/2017 12:00,16/06/2021 10:04,18/12/2017 15:00,25/12/2017 10:30,Rm 2,,7 Nights,1188,560,,0,560,560,0,,,DCC
B1M5Y,-,Checked Out,11/12/2017 12:00,16/06/2021 10:04,11/12/2017 15:00,25/12/2017 10:30,-,,14 Nights,1189,840,,0,840,840,0,,,DCC
B1M5Z,-,Checked Out,11/12/2017 12:00,16/06/2021 10:04,11/12/2017 15:00,18/12/2017 10:30,Rm 2,,7 Nights,1190,560,,0,560,560,0,,,DCC
B1M5Q,-,Checked Out,4/12/2017 12:00,16/06/2021 10:04,4/12/2017 15:00,18/12/2017 10:30,Rm 4,,14 Nights,1191,560,,0,560,560,0,,,DCC
B1M5R,-,Checked Out,4/12/2017 12:00,16/06/2021 10:04,4/12/2017 15:00,25/12/2017 10:30,Rm 9,,21 Nights,1192,840,,0,840,840,0,,,AHDCC
B1M5T,-,Checked Out,4/12/2017 12:00,16/06/2021 10:04,4/12/2017 15:00,11/12/2017 10:30,Rm 2,,7 Nights,1193,560,,0,560,560,0,,,DCC
B1M5M,-,Checked Out,27/11/2017 12:00,16/06/2021 10:04,27/11/2017 15:00,11/12/2017 10:30,-,,14 Nights,1194,840,,0,840,840,0,,,DCC
B1M5N,-,Checked Out,27/11/2017 12:00,16/06/2021 10:04,27/11/2017 15:00,4/12/2017 10:30,Rm 2,,7 Nights,1195,560,,0,560,560,0,,,DCC
B1M5H,-,Checked Out,22/11/2017 12:00,16/06/2021 10:04,22/11/2017 15:00,27/11/2017 10:30,-,,5 Nights,1196,300,,0,300,300,0,,,DCC
B1M5F,-,Checked Out,20/11/2017 12:00,16/06/2021 10:04,20/11/2017 15:00,4/12/2017 10:30,Rm 4,,14 Nights,1197,560,,0,560,560,0,,,DCC
B1M5G,-,Checked Out,20/11/2017 12:00,16/06/2021 10:04,20/11/2017 15:00,27/11/2017 10:30,Rm 2,,7 Nights,1198,560,,0,560,560,0,,,DCC
B1M57,-,Checked Out,13/11/2017 12:00,16/06/2021 10:04,13/11/2017 15:00,22/11/2017 10:30,-,,9 Nights,1199,540,,0,540,540,0,,,DCC
B1M58,-,Checked Out,13/11/2017 12:00,16/06/2021 10:04,13/11/2017 15:00,4/12/2017 10:30,Rm 9,,21 Nights,1200,840,,0,840,840,0,,,AHDCC
B1M59,-,Checked Out,13/11/2017 12:00,16/06/2021 10:04,13/11/2017 15:00,20/11/2017 10:30,Rm 2,,7 Nights,1201,560,,0,560,560,0,,,DCC
B1M52,-,Checked Out,7/11/2017 12:00,16/06/2021 10:04,7/11/2017 15:00,20/11/2017 10:30,Rm 4,,13 Nights,1202,520,,0,520,520,0,,,DCC
B1M50,-,Checked Out,6/11/2017 12:00,16/06/2021 10:04,6/11/2017 15:00,13/11/2017 10:30,Rm 2,,7 Nights,1203,560,,0,560,560,0,,,DCC
B1M4Z,-,Checked Out,2/11/2017 12:00,16/06/2021 10:04,2/11/2017 15:00,3/11/2017 10:30,Rm 4,,1 Night,1204,30,,0,30,30,0,,,FUTU01
B1M4V,-,Checked Out,30/10/2017 12:00,16/06/2021 10:04,30/10/2017 15:00,13/11/2017 10:30,Rm 4,,14 Nights,1205,840,,0,840,840,0,,,DCC
B1M4X,-,Checked Out,30/10/2017 12:00,16/06/2021 10:04,30/10/2017 15:00,6/11/2017 10:30,Rm 2,,7 Nights,1206,560,,0,560,560,0,,,DCC
B1M4Q,-,Checked Out,23/10/2017 12:00,16/06/2021 10:04,23/10/2017 15:00,30/10/2017 10:30,Rm 2,,7 Nights,1207,560,,0,560,560,0,,,DCC
B1M4S,-,Checked Out,23/10/2017 12:00,16/06/2021 10:04,23/10/2017 15:00,13/11/2017 10:30,Rm 9,,21 Nights,1208,840,,0,840,840,0,,,AHDCC
B1M4M,-,Checked Out,16/10/2017 12:00,16/06/2021 10:04,16/10/2017 15:00,23/10/2017 10:30,-,,7 Nights,1209,350,,0,350,350,0,,,DCC
B1M4L,-,Checked Out,13/10/2017 12:00,16/06/2021 10:04,13/10/2017 15:00,30/10/2017 10:30,-,,17 Nights,1210,1020,,0,1020,1020,0,,,DCC
B1M4A,-,Checked Out,2/10/2017 12:00,16/06/2021 10:04,2/10/2017 15:00,11/10/2017 10:30,-,,9 Nights,1211,540,,0,540,540,0,,,AHDCC
B1M4D,-,Checked Out,2/10/2017 12:00,16/06/2021 10:04,2/10/2017 15:00,23/10/2017 10:30,Rm 9,,21 Nights,1212,840,,0,840,840,0,,,AHDCC
B1M49,-,Checked Out,29/09/2017 12:00,16/06/2021 10:04,29/09/2017 15:00,16/10/2017 10:30,-,,17 Nights,1213,850,,0,850,850,0,,,DCC
B1M47,-,Checked Out,25/09/2017 12:00,16/06/2021 10:04,25/09/2017 15:00,16/10/2017 10:30,Rm 4,,21 Nights,1214,1050,,0,1050,1050,0,,,DCC
B1M43,-,Checked Out,18/09/2017 12:00,16/06/2021 10:04,18/09/2017 15:00,2/10/2017 10:30,-,,14 Nights,1215,840,,0,840,840,0,,,AHDCC
B1M42,-,Checked Out,11/9/2017 12:00,16/06/2021 10:04,11/9/2017 15:00,2/10/2017 10:30,Rm 9,,21 Nights,1216,840,,0,840,840,0,,,AHDCC
B1M40,-,Checked Out,5/9/2017 12:00,16/06/2021 10:04,5/9/2017 15:00,29/09/2017 10:30,-,,24 Nights,1217,1200,,0,1200,1200,0,,,DCC
B1M3V,-,Checked Out,4/9/2017 12:00,16/06/2021 10:04,4/9/2017 15:00,18/09/2017 10:30,-,,14 Nights,1218,840,,0,840,840,0,,,AHDCC
B1M3W,-,Checked Out,4/9/2017 12:00,16/06/2021 10:04,4/9/2017 15:00,25/09/2017 10:30,Rm 2,,21 Nights,1219,1050,,0,1050,1050,0,,,DCC
B1M3P,-,Checked Out,21/08/2017 12:00,16/06/2021 10:04,21/08/2017 15:00,4/9/2017 10:30,-,,14 Nights,1220,840,,0,840,840,0,,,AHDCC
B1M3Q,-,Checked Out,21/08/2017 12:00,16/06/2021 10:04,21/08/2017 15:00,11/9/2017 10:30,Rm 9,,21 Nights,1221,840,,0,840,840,0,,,AHDCC
B1M3M,-,Checked Out,15/08/2017 12:00,16/06/2021 10:04,15/08/2017 15:00,4/9/2017 10:30,Rm 2,,20 Nights,1222,1000,,0,1000,1000,0,,,DCC
B1M3K,-,Checked Out,7/8/2017 12:00,16/06/2021 10:04,7/8/2017 15:00,21/08/2017 10:30,-,,14 Nights,1223,840,,0,840,840,0,,,AHDCC
B1M3H,-,Checked Out,24/07/2017 12:00,16/06/2021 10:04,24/07/2017 15:00,7/8/2017 10:30,-,,14 Nights,1224,840,,0,840,840,0,,,AHDCC
B1M3G,-,Checked Out,17/07/2017 12:00,16/06/2021 10:04,17/07/2017 15:00,3/8/2017 10:30,-,,17 Nights,1225,850,,0,850,850,0,,,DCC
B1M3E,-,Checked Out,10/7/2017 12:00,16/06/2021 10:04,10/7/2017 15:00,24/07/2017 10:30,-,,14 Nights,1226,840,,0,840,840,0,,,AHDCC
B1M3C,-,Checked Out,26/06/2017 12:00,16/06/2021 10:04,26/06/2017 15:00,17/07/2017 10:30,-,,21 Nights,1227,1050,,0,1050,1050,0,,,DCC
B1M3B,-,Checked Out,22/06/2017 12:00,16/06/2021 10:04,22/06/2017 15:00,10/7/2017 10:30,-,,18 Nights,1228,1080,,0,1080,1080,0,,,AHDCC
B1M38,-,Checked Out,9/6/2017 12:00,16/06/2021 10:04,9/6/2017 15:00,17/06/2017 10:30,-,,8 Nights,1229,240,,0,240,240,0,,,DCC
B1M36,-,Checked Out,5/6/2017 12:00,16/06/2021 10:04,5/6/2017 15:00,22/06/2017 10:30,-,,17 Nights,1230,1020,,0,1020,1020,0,,,AHDCC
B1M37,-,Checked Out,5/6/2017 12:00,16/06/2021 10:04,5/6/2017 15:00,26/06/2017 10:30,-,,21 Nights,1231,1050,,0,1050,1050,0,,,DCC
B1M33,-,Checked Out,1/6/2017 12:00,16/06/2021 10:04,1/6/2017 15:00,7/6/2017 10:30,Rm 9,,6 Nights,1232,240,,0,240,240,0,,,AHDCC
B1M32,-,Checked Out,26/05/2017 12:00,16/06/2021 10:04,26/05/2017 15:00,5/6/2017 10:30,-,,10 Nights,1233,600,,0,600,600,0,,,AHDCC
B1M2V,-,Checked Out,24/04/2017 12:00,16/06/2021 10:04,24/04/2017 15:00,9/5/2017 10:30,Rm 3,,15 Nights,1234,450,,0,450,450,0,,,EBC
B1M2T,-,Checked Out,10/4/2017 12:00,16/06/2021 10:04,10/4/2017 15:00,29/04/2017 10:30,Rm 9,,19 Nights,1235,950,,0,950,950,0,,,AHDCC
B1M2U,-,Checked Out,10/4/2017 12:00,16/06/2021 10:04,10/4/2017 15:00,20/04/2017 10:30,-,,10 Nights,1236,600,,0,600,600,0,,,DCC
B1M2O,-,Checked Out,3/4/2017 12:00,16/06/2021 10:04,3/4/2017 15:00,2/5/2017 10:30,-,,29 Nights,1237,1160,,0,1160,1160,0,,,EBC
B1M2P,-,Checked Out,3/4/2017 12:00,16/06/2021 10:04,3/4/2017 15:00,21/04/2017 10:30,Rm 2,,18 Nights,1238,900,,0,900,900,0,,,DCC
B1M2M,-,Checked Out,27/03/2017 12:00,16/06/2021 10:04,27/03/2017 15:00,24/04/2017 10:30,Rm 3,,28 Nights,1239,840,,0,840,840,0,,,EBC
B1M2H,-,Checked Out,20/03/2017 12:00,16/06/2021 10:04,20/03/2017 15:00,10/4/2017 10:30,Rm 9,,21 Nights,1240,1050,,0,1050,1050,0,,,AHDCC
B1M2I,-,Checked Out,20/03/2017 12:00,16/06/2021 10:04,20/03/2017 15:00,10/4/2017 10:30,-,,21 Nights,1241,1260,,0,1260,1260,0,,,DCC
B1M2G,-,Checked Out,16/03/2017 12:00,16/06/2021 10:04,16/03/2017 15:00,3/4/2017 10:30,Rm 2,,18 Nights,1242,900,,0,900,900,0,,,DCC
B1M2F,-,Checked Out,15/03/2017 12:00,16/06/2021 10:04,15/03/2017 15:00,3/4/2017 10:30,-,,19 Nights,1243,760,,0,760,760,0,,,EBC
B1M29,-,Checked Out,2/3/2017 12:00,16/06/2021 10:04,2/3/2017 15:00,3/3/2017 10:30,Rm 9,,1 Night,1244,30,,0,30,30,0,,,EBC
B1M26,-,Checked Out,27/02/2017 12:00,16/06/2021 10:04,27/02/2017 15:00,27/03/2017 10:30,Rm 3,,28 Nights,1245,840,,0,840,840,0,,,EBC
B1M24,-,Checked Out,24/02/2017 12:00,16/06/2021 10:04,24/02/2017 15:00,20/03/2017 10:30,-,,24 Nights,1246,1440,,0,1440,1440,0,,,DCC
B1M22,-,Checked Out,23/02/2017 12:00,16/06/2021 10:04,23/02/2017 15:00,20/03/2017 10:30,Rm 9,,25 Nights,1247,1250,,0,1250,1250,0,,,AHDCC
B1M23,-,Checked Out,23/02/2017 12:00,16/06/2021 10:04,23/02/2017 15:00,24/02/2017 10:30,-,,1 Night,1248,50,,0,50,50,0,,,DCC
B1M1Z,-,Checked Out,16/02/2017 12:00,16/06/2021 10:04,16/02/2017 15:00,17/02/2017 10:30,Rm 3,,1 Night,1249,30,,0,30,30,0,,,DCC
B1M1V,-,Checked Out,13/02/2017 12:00,16/06/2021 10:04,13/02/2017 15:00,23/02/2017 10:30,Rm 9,,10 Nights,1250,500,,0,500,500,0,,,DCC
B1M1W,-,Checked Out,13/02/2017 12:00,16/06/2021 10:04,13/02/2017 15:00,6/3/2017 10:30,Rm 4,,21 Nights,1251,840,,0,840,840,0,,,AHDCC
B1M1M,-,Checked Out,26/01/2017 12:00,16/06/2021 10:04,26/01/2017 15:00,27/02/2017 10:30,Rm 3,,32 Nights,1252,960,,0,960,960,0,,,EBC
B1M1L,-,Checked Out,23/01/2017 12:00,16/06/2021 10:04,23/01/2017 15:00,13/02/2017 10:30,Rm 4,,21 Nights,1253,840,,0,840,840,0,,,AHDCC
B1M1K,-,Checked Out,20/01/2017 12:00,16/06/2021 10:04,20/01/2017 15:00,25/01/2017 10:30,Rm 4,,5 Nights,1254,150,,0,150,150,0,,,EBC
B1M1J,-,Checked Out,19/01/2017 12:00,16/06/2021 10:04,19/01/2017 15:00,20/01/2017 10:30,Rm 3,,1 Night,1255,30,,0,30,30,0,,,DCC
B1M1G,-,Checked Out,18/01/2017 12:00,16/06/2021 10:04,18/01/2017 15:00,13/02/2017 10:30,Rm 9,,26 Nights,1256,1300,,0,1300,1300,0,,,DCC
B1M1H,BG17E,Checked Out,18/01/2017 12:00,16/06/2021 10:04,18/01/2017 15:00,14/02/2017 10:30,-,,27 Nights,1257,1620,,0,1620,1620,0,,,DCC
B1M1I,BG17E,Checked Out,18/01/2017 12:00,16/06/2021 10:04,18/01/2017 15:00,14/02/2017 10:30,Rm 4,,27 Nights,1258,1350,,0,1350,1350,0,,,DCC
B1M19,-,Checked Out,12/1/2017 12:00,16/06/2021 10:04,12/1/2017 15:00,13/01/2017 10:30,-,,1 Night,1259,50,,0,50,50,0,,,EBC
B1M18,-,Checked Out,11/1/2017 12:00,16/06/2021 10:04,11/1/2017 15:00,12/1/2017 10:30,-,,1 Night,1260,50,,0,50,50,0,,,DCC
B1M17,-,Checked Out,6/1/2017 12:00,16/06/2021 10:04,6/1/2017 15:00,11/1/2017 10:30,Rm 4,,5 Nights,1261,150,,0,150,150,0,,,DCC
B1M12,-,Checked Out,2/1/2017 12:00,16/06/2021 10:04,2/1/2017 15:00,23/01/2017 10:30,Rm 4,,21 Nights,1262,840,,0,840,840,0,,,AHDCC
B1M0Z,BG17C,Checked Out,26/12/2016 12:00,16/06/2021 10:04,26/12/2016 15:00,18/01/2017 10:30,Rm 9,,23 Nights,1263,920,,0,920,920,0,,,DCC
B1M10,BG17C,Checked Out,26/12/2016 12:00,16/06/2021 10:04,26/12/2016 15:00,18/01/2017 10:30,-,,23 Nights,1264,920,,0,920,920,0,,,DCC
B1M0S,-,Checked Out,12/12/2016 12:00,16/06/2021 10:04,12/12/2016 15:00,2/1/2017 10:30,Rm 4,,21 Nights,1265,840,,0,840,840,0,,,AHDCC
B1M0O,BG17C,Checked Out,6/12/2016 12:00,16/06/2021 10:04,6/12/2016 15:00,26/12/2016 10:30,Rm 9,,20 Nights,1266,800,,0,800,800,0,,,DCC
B1M0P,BG17C,Checked Out,6/12/2016 12:00,16/06/2021 10:04,6/12/2016 15:00,26/12/2016 10:30,-,,20 Nights,1267,800,,0,800,800,0,,,DCC
B1M0K,-,Checked Out,5/12/2016 12:00,16/06/2021 10:04,5/12/2016 15:00,15/12/2016 10:30,Rm 3,,10 Nights,1268,400,,0,400,400,0,,,AHDCC
B1M0J,-,Checked Out,29/11/2016 12:00,16/06/2021 10:04,29/11/2016 15:00,19/12/2016 10:30,-,,20 Nights,1269,800,,0,800,800,0,,,AHDCC
B1M0C,-,Checked Out,21/11/2016 12:00,16/06/2021 10:04,21/11/2016 15:00,30/11/2016 10:30,-,,9 Nights,1270,540,,0,540,540,0,,,DCC
B1M0D,-,Checked Out,21/11/2016 12:00,16/06/2021 10:04,21/11/2016 15:00,12/12/2016 10:30,Rm 4,,21 Nights,1271,840,,0,840,840,0,,,AHDCC
B1M05,-,Checked Out,14/11/2016 12:00,16/06/2021 10:04,14/11/2016 15:00,5/12/2016 10:30,Rm 3,,21 Nights,1272,840,,0,840,840,0,,,AHDCC
B1M06,-,Checked Out,14/11/2016 12:00,16/06/2021 10:04,14/11/2016 15:00,5/12/2016 10:30,Rm 9,,21 Nights,1273,1050,,0,1050,1050,0,,,PCC
B1M04,-,Checked Out,10/11/2016 12:00,16/06/2021 10:04,10/11/2016 15:00,21/11/2016 10:30,-,,11 Nights,1274,660,,0,660,660,0,,,DCC
B1M02,-,Checked Out,3/11/2016 12:00,16/06/2021 10:04,3/11/2016 15:00,6/11/2016 10:30,-,,3 Nights,1275,150,,0,150,150,0,,,DCC
B1LZW,-,Checked Out,31/10/2016 12:00,16/06/2021 10:04,31/10/2016 15:00,29/11/2016 10:30,-,,29 Nights,1276,1160,,0,1160,1160,0,,,DCC
B1LZX,-,Checked Out,31/10/2016 12:00,16/06/2021 10:04,31/10/2016 15:00,21/11/2016 10:30,Rm 4,,21 Nights,1277,840,,0,840,840,0,,,AHDCC
B1LZV,-,Checked Out,28/10/2016 12:00,16/06/2021 10:04,28/10/2016 15:00,14/11/2016 10:30,Rm 9,,17 Nights,1278,850,,0,850,850,0,,,PCC
B1LZR,-,Checked Out,24/10/2016 12:00,16/06/2021 10:04,24/10/2016 15:00,14/11/2016 10:30,Rm 3,,21 Nights,1279,840,,0,840,840,0,,,AHDCC
B1LZL,-,Checked Out,17/10/2016 12:00,16/06/2021 10:04,17/10/2016 15:00,3/11/2016 10:30,-,,17 Nights,1280,850,,0,850,850,0,,,DCC
B1LZJ,-,Checked Out,14/10/2016 12:00,16/06/2021 10:04,14/10/2016 15:00,28/10/2016 10:30,Rm 9,,14 Nights,1281,700,,0,700,700,0,,,DCC
B1LZI,-,Checked Out,11/10/2016 12:00,16/06/2021 10:04,11/10/2016 15:00,31/10/2016 10:30,Rm 4,,20 Nights,1282,800,,0,800,800,0,,,AHDCC
B1LZG,-,Checked Out,7/10/2016 12:00,16/06/2021 10:04,7/10/2016 15:00,31/10/2016 10:30,-,,24 Nights,1283,960,,0,960,960,0,,,DCC
B1LZB,-,Checked Out,3/10/2016 12:00,16/06/2021 10:04,3/10/2016 15:00,24/10/2016 10:30,Rm 3,,21 Nights,1284,840,,0,840,840,0,,,AHDCC
B1LZ9,-,Checked Out,30/09/2016 12:00,16/06/2021 10:04,30/09/2016 15:00,17/10/2016 10:30,-,,17 Nights,1285,850,,0,850,850,0,,,DCC
B1LZ6,-,Checked Out,26/09/2016 12:00,16/06/2021 10:04,26/09/2016 15:00,14/10/2016 10:30,Rm 9,,18 Nights,1286,900,,0,900,900,0,,,DCC
B1LZ7,-,Checked Out,26/09/2016 12:00,16/06/2021 10:04,26/09/2016 15:00,7/10/2016 10:30,Rm 4,,11 Nights,1287,330,,0,330,330,0,,,DCC
B1LZ0,-,Checked Out,19/09/2016 12:00,16/06/2021 10:04,19/09/2016 15:00,3/10/2016 10:30,Rm 3,,14 Nights,1288,560,,0,560,560,0,,,DCC
