ID,Group ID,Status,Created,Last Updated,Check In,Check Out,Room,,Nights,Guest,Booking,,Fees,Total,Paid,Owing,,,Booking Source
B1OTW,-,Checked Out,25/11/2020 21:38,16/06/2021 10:03,23/11/2020 15:00,11/12/2020 10:30,Rm 4,,18 Nights,832,540,,0,540,0,540,,,DCC
B1OTV,-,Requested,25/11/2020 21:15,16/06/2021 10:03,23/11/2020 15:00,21/12/2020 10:30,Rm 9,,28 Nights,833,1400,,0,1400,0,1400,,,AHDCC
B1OTT,-,Not Checked In,25/11/2020 20:32,16/06/2021 10:03,20/11/2020 15:00,23/11/2020 10:30,Rm 9,,3 Nights,834,150,,0,150,0,150,,,AHDCC
B1OTS,-,Requested,25/11/2020 20:27,16/06/2021 10:03,19/11/2020 15:00,23/11/2020 10:30,Rm 4,,4 Nights,835,120,,0,120,0,120,,,DCC
B1OPD,-,Requested,17/11/2020 15:21,16/06/2021 10:03,17/11/2020 15:00,3/12/2020 10:30,Rm 8,,16 Nights,836,480,,0,480,0,480,,,DCC
B1ONP,-,Checked Out,13/11/2020 19:34,16/06/2021 10:02,9/11/2020 15:00,19/11/2020 10:30,Rm 4,,10 Nights,837,300,,0,300,0,300,,,DCC
B1ONO,-,Requested,13/11/2020 19:32,16/06/2021 10:02,9/11/2020 15:00,1/2/2021 10:30,Rm 2,,84 Nights,838,2940,,0,2940,0,2940,,,AHDCC
B1ONN,-,Requested,13/11/2020 19:31,16/06/2021 10:02,9/11/2020 15:00,1/2/2021 10:30,Rm 7,,84 Nights,839,2940,,0,2940,0,2940,,,AHDCC
B1ONM,-,Requested,13/11/2020 19:30,16/06/2021 10:02,9/11/2020 15:00,1/2/2021 10:30,Rm 6,,84 Nights,840,2520,,0,2520,0,2520,,,EBC
B1ONL,-,Requested,13/11/2020 19:28,16/06/2021 10:02,9/11/2020 15:00,1/2/2021 10:30,Rm 1,,84 Nights,841,2730,,0,2730,0,2730,,,AHDCC
B1O4Q,-,Checked Out,6/10/2020 19:48,16/06/2021 10:04,9/11/2020 0:00,19/11/2020 10:30,Rm 5,,10 Nights,842,300,,0,300,0,300,,,DCC
B1O4P,-,Not Checked In,6/10/2020 19:45,16/06/2021 10:04,5/10/2020 0:00,19/10/2020 10:30,Rm 9,,14 Nights,843,420,,0,420,0,420,,,DCC
B1O4O,-,Not Checked In,6/10/2020 19:43,8/11/2021 11:28,5/10/2020 0:00,19/10/2020 10:30,Rm 3,,14 Nights,844,420,,0,420,0,420,,,EBC
B1O4N,-,Not Checked In,6/10/2020 19:24,16/06/2021 10:04,5/10/2020 0:00,19/10/2020 10:30,Rm 1,,14 Nights,845,560,,0,560,0,560,,,AHDCC
B1N6E,-,Checked Out,28/07/2020 21:41,16/06/2021 10:02,5/6/2020 15:00,23/06/2020 10:30,-,,18 Nights,846,540,,0,540,0,540,,,DCC
B1N6D,-,Checked In,28/07/2020 21:38,8/11/2021 11:28,4/6/2020 15:00,5/6/2020 10:30,-,,1 Night,847,30,,0,30,0,30,,,CLDCC
B1LK6,BG16I,Checked Out,11/5/2020 12:00,16/06/2021 10:02,11/5/2020 15:00,25/05/2020 10:30,Rm 4,,14 Nights,848,560,,0,560,0,560,,,AHDCC
B1LK7,BG16I,Checked Out,11/5/2020 12:00,16/06/2021 10:02,11/5/2020 15:00,25/05/2020 10:30,-,,14 Nights,849,560,,0,560,0,560,,,AHDCC
B1LK8,-,Checked Out,11/5/2020 12:00,16/06/2021 10:02,11/5/2020 15:00,25/05/2020 10:30,-,,14 Nights,850,700,,0,700,0,700,,,AHDCC
B1LKD,-,Checked Out,11/5/2020 12:00,16/06/2021 10:02,11/5/2020 15:00,25/05/2020 10:30,Rm 4,,14 Nights,851,420,,0,420,0,420,,,DCC
B1LJT,-,Checked Out,27/04/2020 12:00,16/06/2021 10:02,27/04/2020 15:00,11/5/2020 10:30,-,,14 Nights,852,700,,0,700,0,700,,,AHDCC
B1LJX,BG16I,Checked Out,27/04/2020 12:00,16/06/2021 10:02,27/04/2020 15:00,11/5/2020 10:30,Rm 4,,14 Nights,853,560,,0,560,560,0,,,AHDCC
B1LJY,BG16I,Checked Out,27/04/2020 12:00,16/06/2021 10:02,27/04/2020 15:00,11/5/2020 10:30,-,,14 Nights,854,560,,0,560,560,0,,,AHDCC
B1LJS,-,Checked Out,23/04/2020 12:00,16/06/2021 10:02,23/04/2020 15:00,11/5/2020 10:30,Rm 4,,18 Nights,855,540,,0,540,0,540,,,DCC
B1LJE,-,Checked Out,13/04/2020 12:00,16/06/2021 10:02,13/04/2020 15:00,27/04/2020 10:30,-,,14 Nights,856,700,,0,700,0,700,,,AHDCC
B1LJI,BG16I,Checked Out,13/04/2020 12:00,16/06/2021 10:02,13/04/2020 15:00,27/04/2020 10:30,Rm 4,,14 Nights,857,560,,0,560,560,0,,,AHDCC
B1LJJ,BG16I,Checked Out,13/04/2020 12:00,16/06/2021 10:02,13/04/2020 15:00,27/04/2020 10:30,-,,14 Nights,858,560,,0,560,560,0,,,AHDCC
B1LJC,-,Checked Out,6/4/2020 12:00,16/06/2021 10:02,6/4/2020 15:00,5/5/2020 10:30,Rm 2,,29 Nights,859,870,,0,870,0,870,,,DCC
B1LJ1,-,Checked Out,1/4/2020 12:00,16/06/2021 10:02,1/4/2020 15:00,13/04/2020 10:30,-,,12 Nights,860,600,,0,600,0,600,,,AHDCC
B1LJ5,BG16I,Checked Out,1/4/2020 12:00,16/06/2021 10:02,1/4/2020 15:00,13/04/2020 10:30,Rm 4,,12 Nights,861,480,,0,480,480,0,,,AHDCC
B1LJ6,BG16I,Checked Out,1/4/2020 12:00,16/06/2021 10:02,1/4/2020 15:00,13/04/2020 10:30,-,,12 Nights,862,480,,0,480,480,0,,,AHDCC
B1LIO,-,Checked Out,17/03/2020 12:00,16/06/2021 10:02,17/03/2020 15:00,6/4/2020 10:30,Rm 2,,20 Nights,863,600,,0,600,0,600,,,DCC
B1LID,-,Checked Out,16/03/2020 12:00,16/06/2021 10:02,16/03/2020 15:00,1/4/2020 10:30,-,,16 Nights,864,800,,0,800,0,800,,,AHDCC
B1LIH,BG16I,Checked Out,16/03/2020 12:00,16/06/2021 10:02,16/03/2020 15:00,1/4/2020 10:30,Rm 4,,16 Nights,865,640,,0,640,640,0,,,AHDCC
B1LII,BG16I,Checked Out,16/03/2020 12:00,16/06/2021 10:02,16/03/2020 15:00,1/4/2020 10:30,-,,16 Nights,866,640,,0,640,640,0,,,AHDCC
B1LIM,-,Checked Out,16/03/2020 12:00,16/06/2021 10:02,16/03/2020 15:00,20/03/2020 10:30,Rm 4,,4 Nights,867,160,,0,160,160,0,,,AHDCC
B1LHW,BG16I,Checked Out,2/3/2020 12:00,16/06/2021 10:02,2/3/2020 15:00,16/03/2020 10:30,Rm 4,,14 Nights,868,560,,0,560,560,0,,,AHDCC
B1LHX,BG16I,Checked Out,2/3/2020 12:00,16/06/2021 10:02,2/3/2020 15:00,16/03/2020 10:30,-,,14 Nights,869,560,,0,560,560,0,,,AHDCC
B1LHY,-,Checked Out,2/3/2020 12:00,16/06/2021 10:02,2/3/2020 15:00,16/03/2020 10:30,-,,14 Nights,870,700,,0,700,700,0,,,AHDCC
B1LHP,-,Checked Out,24/02/2020 12:00,16/06/2021 10:02,24/02/2020 15:00,16/03/2020 10:30,Rm 4,,21 Nights,871,840,,0,840,840,0,,,AHDCC
B1LHD,BG16I,Checked Out,17/02/2020 12:00,16/06/2021 10:02,17/02/2020 15:00,2/3/2020 10:30,Rm 4,,14 Nights,872,560,,0,560,560,0,,,AHDCC
B1LHE,BG16I,Checked Out,17/02/2020 12:00,16/06/2021 10:02,17/02/2020 15:00,2/3/2020 10:30,-,,14 Nights,873,560,,0,560,560,0,,,AHDCC
B1LHF,-,Checked Out,17/02/2020 12:00,16/06/2021 10:02,17/02/2020 15:00,2/3/2020 10:30,-,,14 Nights,874,700,,0,700,700,0,,,AHDCC
B1LGQ,BG16I,Checked Out,3/2/2020 12:00,16/06/2021 10:02,3/2/2020 15:00,17/02/2020 10:30,Rm 4,,14 Nights,875,560,,0,560,560,0,,,AHDCC
B1LGR,BG16I,Checked Out,3/2/2020 12:00,16/06/2021 10:02,3/2/2020 15:00,17/02/2020 10:30,-,,14 Nights,876,560,,0,560,560,0,,,AHDCC
B1LGS,-,Checked Out,3/2/2020 12:00,16/06/2021 10:02,3/2/2020 15:00,17/02/2020 10:30,-,,14 Nights,877,700,,0,700,700,0,,,AHDCC
B1LGT,-,Checked Out,3/2/2020 12:00,16/06/2021 10:02,3/2/2020 15:00,24/02/2020 10:30,Rm 4,,21 Nights,878,840,,0,840,840,0,,,AHDCC
B1LH1,BG16J,Checked Out,3/2/2020 12:00,16/06/2021 10:02,3/2/2020 15:00,10/2/2020 10:30,Rm 8,,7 Nights,879,280,,0,280,0,280,,,DCC
B1LH2,BG16J,Checked Out,3/2/2020 12:00,16/06/2021 10:02,3/2/2020 15:00,10/2/2020 10:30,Rm 9,,7 Nights,880,350,,0,350,0,350,,,DCC
B1LGN,BG16J,Checked Out,27/01/2020 12:00,16/06/2021 10:02,27/01/2020 15:00,3/2/2020 10:30,Rm 8,,7 Nights,881,280,,0,280,0,280,,,DCC
B1LGO,BG16J,Checked Out,27/01/2020 12:00,16/06/2021 10:02,27/01/2020 15:00,3/2/2020 10:30,Rm 9,,7 Nights,882,350,,0,350,0,350,,,DCC
B1LGP,-,Checked Out,27/01/2020 12:00,16/06/2021 10:02,27/01/2020 15:00,14/02/2020 10:30,Rm 2,,18 Nights,883,900,,0,900,0,900,,,DCC
B1LGA,BG16I,Checked Out,20/01/2020 12:00,16/06/2021 10:02,20/01/2020 15:00,3/2/2020 10:30,Rm 4,,14 Nights,884,560,,0,560,560,0,,,AHDCC
B1LGB,BG16I,Checked Out,20/01/2020 12:00,16/06/2021 10:02,20/01/2020 15:00,3/2/2020 10:30,-,,14 Nights,885,560,,0,560,560,0,,,AHDCC
B1LGG,-,Checked Out,20/01/2020 12:00,16/06/2021 10:02,20/01/2020 15:00,3/2/2020 10:30,-,,14 Nights,886,700,,0,700,700,0,,,AHDCC
B1LG6,-,Checked Out,13/01/2020 12:00,16/06/2021 10:02,13/01/2020 15:00,3/2/2020 10:30,Rm 4,,21 Nights,887,840,,0,840,840,0,,,AHDCC
B1LFU,-,Checked Out,6/1/2020 12:00,16/06/2021 10:02,6/1/2020 15:00,20/01/2020 10:30,-,,14 Nights,888,700,,0,700,700,0,,,AHDCC
B1LFV,BG16I,Checked Out,6/1/2020 12:00,16/06/2021 10:02,6/1/2020 15:00,20/01/2020 10:30,Rm 4,,14 Nights,889,560,,0,560,0,560,,,AHDCC
B1LFW,BG16I,Checked Out,6/1/2020 12:00,16/06/2021 10:02,6/1/2020 15:00,20/01/2020 10:30,-,,14 Nights,890,560,,0,560,0,560,,,AHDCC
B1LFB,BG16I,Checked Out,23/12/2019 12:00,16/06/2021 10:15,23/12/2019 15:00,6/1/2020 10:30,Rm 4,,14 Nights,891,560,,0,560,560,0,,,AHDCC
B1LFC,BG16I,Checked Out,23/12/2019 12:00,16/06/2021 10:15,23/12/2019 15:00,6/1/2020 10:30,-,,14 Nights,892,560,,0,560,560,0,,,AHDCC
B1LFD,-,Checked Out,23/12/2019 12:00,16/06/2021 10:15,23/12/2019 15:00,6/1/2020 10:30,-,,14 Nights,893,700,,0,700,700,0,,,AHDCC
B1LFE,-,Checked Out,23/12/2019 12:00,16/06/2021 10:02,23/12/2019 15:00,13/01/2020 10:30,Rm 4,,21 Nights,894,840,,0,840,840,0,,,AHDCC
B1MHO,BG16I,Checked Out,9/12/2019 12:00,16/06/2021 10:02,9/12/2019 15:00,23/12/2019 10:30,Rm 4,,14 Nights,895,560,,0,560,560,0,,,AHDCC
B1MHP,BG16I,Checked Out,9/12/2019 12:00,16/06/2021 10:02,9/12/2019 15:00,23/12/2019 10:30,-,,14 Nights,896,560,,0,560,560,0,,,AHDCC
B1MHQ,-,Checked Out,9/12/2019 12:00,16/06/2021 10:02,9/12/2019 15:00,23/12/2019 10:30,-,,14 Nights,897,700,,0,700,700,0,,,AHDCC
B1MHI,BG16I,Checked Out,5/12/2019 12:00,16/06/2021 10:02,5/12/2019 15:00,9/12/2019 10:30,Rm 4,,4 Nights,898,160,,0,160,160,0,,,AHDCC
B1MHJ,BG16I,Checked Out,5/12/2019 12:00,16/06/2021 10:02,5/12/2019 15:00,9/12/2019 10:30,-,,4 Nights,899,160,,0,160,160,0,,,AHDCC
B1MHA,-,Checked Out,2/12/2019 12:00,16/06/2021 10:02,2/12/2019 15:00,10/12/2019 10:30,Rm 2,,8 Nights,900,480,,0,480,480,0,,,DCC
B1MHC,BG17S,Checked Out,2/12/2019 12:00,16/06/2021 10:02,2/12/2019 15:00,11/12/2019 10:30,Rm 8,,9 Nights,901,315,,0,315,315,0,,,DCC
B1MHD,BG17S,Checked Out,2/12/2019 12:00,16/06/2021 10:02,2/12/2019 15:00,11/12/2019 10:30,Rm 9,,9 Nights,902,315,,0,315,315,0,,,DCC
B1MHE,-,Checked Out,2/12/2019 12:00,16/06/2021 10:02,2/12/2019 15:00,23/12/2019 10:30,Rm 4,,21 Nights,903,840,,0,840,840,0,,,AHDCC
B1MGZ,BG16I,Checked Out,25/11/2019 12:00,16/06/2021 10:02,25/11/2019 15:00,5/12/2019 10:30,Rm 4,,10 Nights,904,400,,0,400,400,0,,,AHDCC
B1MH0,BG16I,Checked Out,25/11/2019 12:00,16/06/2021 10:02,25/11/2019 15:00,5/12/2019 10:30,-,,10 Nights,905,400,,0,400,400,0,,,AHDCC
B1MH1,-,Checked Out,25/11/2019 12:00,16/06/2021 10:02,25/11/2019 15:00,9/12/2019 10:30,-,,14 Nights,906,700,,0,700,700,0,,,AHDCC
B1MGO,-,Checked Out,18/11/2019 12:00,16/06/2021 10:02,18/11/2019 15:00,2/12/2019 10:30,Rm 2,,14 Nights,907,840,,0,840,840,0,,,DCC
B1MGP,BG17S,Checked Out,18/11/2019 12:00,16/06/2021 10:02,18/11/2019 15:00,2/12/2019 10:30,Rm 8,,14 Nights,908,490,,0,490,490,0,,,DCC
B1MGQ,BG17S,Checked Out,18/11/2019 12:00,16/06/2021 10:02,18/11/2019 15:00,2/12/2019 10:30,Rm 9,,14 Nights,909,490,,0,490,490,0,,,DCC
B1MGD,BG16I,Checked Out,11/11/2019 12:00,16/06/2021 10:02,11/11/2019 15:00,25/11/2019 10:30,Rm 4,,14 Nights,910,560,,0,560,560,0,,,AHDCC
B1MGE,BG16I,Checked Out,11/11/2019 12:00,16/06/2021 10:02,11/11/2019 15:00,25/11/2019 10:30,-,,14 Nights,911,560,,0,560,560,0,,,AHDCC
B1MGF,-,Checked Out,11/11/2019 12:00,16/06/2021 10:02,11/11/2019 15:00,25/11/2019 10:30,-,,14 Nights,912,700,,0,700,700,0,,,AHDCC
B1MGG,-,Checked Out,11/11/2019 12:00,16/06/2021 10:02,11/11/2019 15:00,2/12/2019 10:30,Rm 4,,21 Nights,913,840,,0,840,840,0,,,AHDCC
B1MG1,-,Checked Out,4/11/2019 12:00,16/06/2021 10:02,4/11/2019 15:00,18/11/2019 10:30,Rm 2,,14 Nights,914,840,,0,840,840,0,,,DCC
B1MG2,BG17S,Checked Out,4/11/2019 12:00,16/06/2021 10:02,4/11/2019 15:00,18/11/2019 10:30,Rm 8,,14 Nights,915,490,,0,490,490,0,,,DCC
B1MG3,BG17S,Checked Out,4/11/2019 12:00,16/06/2021 10:02,4/11/2019 15:00,18/11/2019 10:30,Rm 9,,14 Nights,916,490,,0,490,490,0,,,DCC
B1MFO,BG17Q,Checked Out,28/10/2019 12:00,16/06/2021 10:02,28/10/2019 15:00,31/10/2019 10:30,Rm 8,,3 Nights,917,150,,0,150,150,0,,,DCC
B1MFP,BG17Q,Checked Out,28/10/2019 12:00,16/06/2021 10:02,28/10/2019 15:00,31/10/2019 10:30,Rm 9,,3 Nights,918,150,,0,150,150,0,,,DCC
B1MFQ,BG17R,Checked Out,28/10/2019 12:00,16/06/2021 10:02,28/10/2019 15:00,30/10/2019 10:30,Rm 2,,2 Nights,919,100,,0,100,0,100,,,VA
B1MFR,BG17R,Checked Out,28/10/2019 12:00,16/06/2021 10:02,28/10/2019 15:00,30/10/2019 10:30,-,,2 Nights,920,80,,0,80,0,80,,,VA
B1MFT,BG16I,Checked Out,28/10/2019 12:00,16/06/2021 10:02,28/10/2019 15:00,11/11/2019 10:30,Rm 4,,14 Nights,921,560,,0,560,0,560,,,AHDCC
B1MFU,BG16I,Checked Out,28/10/2019 12:00,16/06/2021 10:02,28/10/2019 15:00,11/11/2019 10:30,-,,14 Nights,922,560,,0,560,0,560,,,AHDCC
B1MFV,-,Checked Out,28/10/2019 12:00,16/06/2021 10:02,28/10/2019 15:00,11/11/2019 10:30,-,,14 Nights,923,700,,0,700,700,0,,,AHDCC
B1MFG,-,Checked Out,21/10/2019 12:00,16/06/2021 10:02,21/10/2019 15:00,11/11/2019 10:30,Rm 4,,21 Nights,924,840,,0,840,840,0,,,AHDCC
B1MF6,BG16I,Checked Out,14/10/2019 12:00,16/06/2021 10:02,14/10/2019 15:00,28/10/2019 10:30,Rm 4,,14 Nights,925,560,,0,560,0,560,,,AHDCC
B1MF7,BG16I,Checked Out,14/10/2019 12:00,16/06/2021 10:02,14/10/2019 15:00,28/10/2019 10:30,-,,14 Nights,926,560,,0,560,0,560,,,AHDCC
B1MF9,-,Checked Out,14/10/2019 12:00,16/06/2021 10:02,14/10/2019 15:00,28/10/2019 10:30,-,,14 Nights,927,700,,0,700,700,0,,,AHDCC
B1MEL,-,Checked Out,30/09/2019 12:00,16/06/2021 10:02,30/09/2019 15:00,14/10/2019 10:30,-,,14 Nights,928,700,,0,700,700,0,,,AHDCC
B1MEM,BG16I,Checked Out,30/09/2019 12:00,16/06/2021 10:02,30/09/2019 15:00,14/10/2019 10:30,Rm 4,,14 Nights,929,560,,0,560,0,560,,,AHDCC
B1MEN,BG16I,Checked Out,30/09/2019 12:00,16/06/2021 10:02,30/09/2019 15:00,14/10/2019 10:30,-,,14 Nights,930,560,,0,560,0,560,,,AHDCC
B1MET,-,Checked Out,30/09/2019 12:00,16/06/2021 10:02,30/09/2019 15:00,21/10/2019 10:30,Rm 4,,21 Nights,931,840,,0,840,840,0,,,AHDCC
B1MEA,-,Checked Out,16/09/2019 12:00,16/06/2021 10:02,16/09/2019 15:00,30/09/2019 10:30,-,,14 Nights,932,700,,0,700,700,0,,,AHDCC
B1MEB,BG16I,Checked Out,16/09/2019 12:00,16/06/2021 10:02,16/09/2019 15:00,30/09/2019 10:30,Rm 4,,14 Nights,933,560,,0,560,0,560,,,AHDCC
B1MEC,BG16I,Checked Out,16/09/2019 12:00,16/06/2021 10:02,16/09/2019 15:00,30/09/2019 10:30,-,,14 Nights,934,560,,0,560,0,560,,,AHDCC
B1ME3,-,Checked Out,9/9/2019 12:00,16/06/2021 10:02,9/9/2019 15:00,30/09/2019 10:30,Rm 4,,21 Nights,935,840,,0,840,840,0,,,AHDCC
B1MDV,-,Checked Out,2/9/2019 12:00,16/06/2021 10:02,2/9/2019 15:00,16/09/2019 10:30,-,,14 Nights,936,700,,0,700,700,0,,,AHDCC
B1MDW,BG16I,Checked Out,2/9/2019 12:00,16/06/2021 10:02,2/9/2019 15:00,16/09/2019 10:30,Rm 4,,14 Nights,937,560,,0,560,0,560,,,AHDCC
B1MDX,BG16I,Checked Out,2/9/2019 12:00,16/06/2021 10:02,2/9/2019 15:00,16/09/2019 10:30,-,,14 Nights,938,560,,0,560,0,560,,,AHDCC
B1MDJ,-,Checked Out,21/08/2019 12:00,16/06/2021 10:02,21/08/2019 15:00,9/9/2019 10:30,Rm 4,,19 Nights,939,760,,0,760,760,0,,,AHDCC
B1MDI,-,Checked Out,20/08/2019 12:00,16/06/2021 10:02,20/08/2019 15:00,5/9/2019 10:30,Rm 4,,16 Nights,940,800,,0,800,800,0,,,DCC
B1MDE,-,Checked Out,19/08/2019 12:00,16/06/2021 10:02,19/08/2019 15:00,2/9/2019 10:30,-,,14 Nights,941,700,,0,700,700,0,,,AHDCC
B1MDF,BG16I,Checked Out,19/08/2019 12:00,16/06/2021 10:02,19/08/2019 15:00,2/9/2019 10:30,Rm 4,,14 Nights,942,560,,0,560,0,560,,,AHDCC
B1MDG,BG16I,Checked Out,19/08/2019 12:00,16/06/2021 10:02,19/08/2019 15:00,2/9/2019 10:30,-,,14 Nights,943,560,,0,560,0,560,,,AHDCC
B1MD7,-,Checked Out,12/8/2019 12:00,16/06/2021 10:02,12/8/2019 15:00,19/08/2019 10:30,Rm 2,,7 Nights,944,490,,0,490,490,0,,,AHDCC
B1MCW,-,Checked Out,5/8/2019 12:00,16/06/2021 10:02,5/8/2019 15:00,19/08/2019 10:30,-,,14 Nights,945,700,,0,700,700,0,,,AHDCC
B1MCX,BG16I,Checked Out,5/8/2019 12:00,16/06/2021 10:02,5/8/2019 15:00,19/08/2019 10:30,Rm 4,,14 Nights,946,560,,0,560,0,560,,,AHDCC
B1MCY,BG16I,Checked Out,5/8/2019 12:00,16/06/2021 10:02,5/8/2019 15:00,19/08/2019 10:30,-,,14 Nights,947,560,,0,560,0,560,,,AHDCC
B1MCO,BG16I,Checked Out,1/8/2019 12:00,16/06/2021 10:02,1/8/2019 15:00,5/8/2019 10:30,Rm 4,,4 Nights,948,160,,0,160,0,160,,,AHDCC
B1MCP,BG16I,Checked Out,1/8/2019 12:00,16/06/2021 10:02,1/8/2019 15:00,5/8/2019 10:30,-,,4 Nights,949,160,,0,160,0,160,,,AHDCC
B1MCN,-,Checked Out,29/07/2019 12:00,16/06/2021 10:02,29/07/2019 15:00,12/8/2019 10:30,Rm 2,,14 Nights,950,980,,0,980,980,0,,,AHDCC
B1MCB,-,Checked Out,22/07/2019 12:00,16/06/2021 10:02,22/07/2019 15:00,5/8/2019 10:30,-,,14 Nights,951,700,,0,700,700,0,,,AHDCC
B1MCC,BG17O,Checked Out,22/07/2019 12:00,16/06/2021 10:02,22/07/2019 15:00,1/8/2019 10:30,Rm 4,,10 Nights,952,400,,0,400,0,400,,,DCC
B1MCD,BG17O,Checked Out,22/07/2019 12:00,16/06/2021 10:02,22/07/2019 15:00,1/8/2019 10:30,-,,10 Nights,953,400,,0,400,0,400,,,DCC
B1MCE,-,Checked Out,22/07/2019 12:00,16/06/2021 10:02,22/07/2019 15:00,16/08/2019 10:30,Rm 4,,25 Nights,954,750,,0,750,0,750,,,VA
B1MCH,-,Checked Out,22/07/2019 12:00,16/06/2021 10:02,22/07/2019 15:00,24/07/2019 10:30,Rm 9,,2 Nights,955,80,,0,80,0,80,,,VA
B1MC2,-,Checked Out,15/07/2019 12:00,16/06/2021 10:02,15/07/2019 15:00,29/07/2019 10:30,Rm 2,,14 Nights,956,980,,0,980,980,0,,,AHDCC
B1MBT,-,Checked Out,8/7/2019 12:00,16/06/2021 10:02,8/7/2019 15:00,22/07/2019 10:30,-,,14 Nights,957,700,,0,700,700,0,,,AHDCC
B1MBU,BG16I,Checked Out,8/7/2019 12:00,16/06/2021 10:02,8/7/2019 15:00,22/07/2019 10:30,Rm 4,,14 Nights,958,560,,0,560,560,0,,,AHDCC
B1MBV,BG16I,Checked Out,8/7/2019 12:00,16/06/2021 10:02,8/7/2019 15:00,22/07/2019 10:30,-,,14 Nights,959,560,,0,560,560,0,,,AHDCC
B1MBJ,-,Checked Out,1/7/2019 12:00,16/06/2021 10:02,1/7/2019 15:00,15/07/2019 10:30,Rm 2,,14 Nights,960,980,,0,980,980,0,,,AHDCC
B1MB8,-,Checked Out,24/06/2019 12:00,16/06/2021 10:02,24/06/2019 15:00,8/7/2019 10:30,-,,14 Nights,961,700,,0,700,700,0,,,AHDCC
B1MB9,BG16I,Checked Out,24/06/2019 12:00,16/06/2021 10:02,24/06/2019 15:00,8/7/2019 10:30,Rm 4,,14 Nights,962,560,,0,560,560,0,,,AHDCC
B1MBA,BG16I,Checked Out,24/06/2019 12:00,16/06/2021 10:02,24/06/2019 15:00,8/7/2019 10:30,-,,14 Nights,963,560,,0,560,560,0,,,AHDCC
B1MBB,-,Checked Out,24/06/2019 12:00,16/06/2021 10:02,24/06/2019 15:00,9/7/2019 10:30,Rm 9,,15 Nights,964,750,,0,750,750,0,,,SRSS
B1MBC,-,Checked Out,24/06/2019 12:00,16/06/2021 10:02,24/06/2019 15:00,22/07/2019 10:30,Rm 4,,28 Nights,965,840,,0,840,0,840,,,VA
B1MB0,-,Checked Out,17/06/2019 12:00,16/06/2021 10:02,17/06/2019 15:00,1/7/2019 10:30,Rm 2,,14 Nights,966,980,,0,980,980,0,,,AHDCC
B1MAP,-,Checked Out,10/6/2019 12:00,16/06/2021 10:02,10/6/2019 15:00,24/06/2019 10:30,-,,14 Nights,967,700,,0,700,700,0,,,AHDCC
B1MAQ,BG16I,Checked Out,10/6/2019 12:00,16/06/2021 10:02,10/6/2019 15:00,24/06/2019 10:30,Rm 4,,14 Nights,968,560,,0,560,560,0,,,AHDCC
B1MAR,BG16I,Checked Out,10/6/2019 12:00,16/06/2021 10:02,10/6/2019 15:00,24/06/2019 10:30,-,,14 Nights,969,560,,0,560,560,0,,,AHDCC
B1MAS,-,Checked Out,10/6/2019 12:00,16/06/2021 10:02,10/6/2019 15:00,24/06/2019 10:30,Rm 9,,14 Nights,970,700,,0,700,700,0,,,SRSS
B1MAK,-,Checked Out,3/6/2019 12:00,16/06/2021 10:02,3/6/2019 15:00,17/06/2019 10:30,Rm 2,,14 Nights,971,980,,0,980,980,0,,,AHDCC
B1MAH,-,Checked Out,30/05/2019 12:00,16/06/2021 10:02,30/05/2019 15:00,21/06/2019 10:30,Rm 4,,22 Nights,972,660,,0,660,0,660,,,VA
B1MAB,-,Checked Out,28/05/2019 12:00,16/06/2021 10:02,28/05/2019 15:00,29/05/2019 10:30,Rm 4,,1 Night,973,30,,0,30,30,0,,,DCC
B1MA7,-,Checked Out,27/05/2019 12:00,16/06/2021 10:02,27/05/2019 15:00,10/6/2019 10:30,-,,14 Nights,974,700,,0,700,700,0,,,AHDCC
B1MA8,BG16I,Checked Out,27/05/2019 12:00,16/06/2021 10:02,27/05/2019 15:00,10/6/2019 10:30,Rm 4,,14 Nights,975,560,,0,560,560,0,,,AHDCC
B1MA9,BG16I,Checked Out,27/05/2019 12:00,16/06/2021 10:02,27/05/2019 15:00,10/6/2019 10:30,-,,14 Nights,976,560,,0,560,560,0,,,AHDCC
B1MAA,-,Checked Out,27/05/2019 12:00,16/06/2021 10:02,27/05/2019 15:00,10/6/2019 10:30,Rm 9,,14 Nights,977,700,,0,700,700,0,,,SRSS
B1MA2,-,Checked Out,20/05/2019 12:00,16/06/2021 10:02,20/05/2019 15:00,3/6/2019 10:30,Rm 2,,14 Nights,978,980,,0,980,980,0,,,AHDCC
B1M9Z,-,Checked Out,16/05/2019 12:00,16/06/2021 10:02,16/05/2019 15:00,23/05/2019 10:30,Rm 4,,7 Nights,979,210,,0,210,210,0,,,DCC
B1M9T,-,Checked Out,13/05/2019 12:00,16/06/2021 10:02,13/05/2019 15:00,27/05/2019 10:30,-,,14 Nights,980,700,,0,700,700,0,,,AHDCC
B1M9U,BG16I,Checked Out,13/05/2019 12:00,16/06/2021 10:02,13/05/2019 15:00,27/05/2019 10:30,Rm 4,,14 Nights,981,560,,0,560,560,0,,,AHDCC
B1M9V,BG16I,Checked Out,13/05/2019 12:00,16/06/2021 10:02,13/05/2019 15:00,27/05/2019 10:30,-,,14 Nights,982,560,,0,560,560,0,,,AHDCC
B1M9W,-,Checked Out,13/05/2019 12:00,16/06/2021 10:02,13/05/2019 15:00,27/05/2019 10:30,Rm 9,,14 Nights,983,700,,0,700,700,0,,,SRSS
