Check In,Forecasted_Total
2022-06-30,5.798778004599033
2022-07-31,1.8145879158540938
2022-08-31,5.4478995278420905
2022-09-30,5.175876422114985
2022-10-31,4.678415604380047
2022-11-30,3.8528918245006345
2022-12-31,4.793012547257871
2023-01-31,4.295552451512672
2023-02-28,4.252055720987816
2023-03-31,4.9116807405292935
2023-04-30,5.052276087815746
2023-05-31,7.1851574097924065
2023-06-30,0.2905422436107781
